location,bhk,total_sqft,bath,price
other,1.0,469.0,1.0,25.0
Marathahalli,4.0,3800.0,4.0,250.0
Kambipura,2.0,883.0,2.0,29.0
GM Palaya,3.0,1820.0,2.0,86.0
Singasandra,3.0,1440.0,2.0,65.0
Malleshwaram,4.0,2500.0,5.0,325.0
Mahadevpura,2.0,1225.0,2.0,48.0
other,3.0,4000.0,3.0,660.0
Chikkalasandra,2.0,875.0,2.0,52.8
Jalahalli East,1.0,750.0,1.0,40.0
6th Phase JP Nagar,2.0,1180.0,2.0,80.0
Haralur Road,2.0,1194.0,2.0,47.0
Hennur Road,3.0,1500.0,2.0,62.0
other,2.0,1160.0,2.0,52.2
Hosakerehalli,3.0,2378.0,3.0,262.0
Sarjapur,2.0,1128.0,2.0,60.0
Hebbal,3.0,1500.0,3.0,150.0
other,3.0,1220.0,2.0,35.23
Sarjapur  Road,2.0,1210.0,2.0,58.0
Kanakpura Road,3.0,1100.0,2.0,58.0
Bommasandra,3.0,1200.0,3.0,46.0
Haralur Road,4.0,3385.0,5.0,260.0
other,3.0,1641.0,3.0,66.0
Horamavu Agara,2.0,1200.0,2.0,45.0
Raja Rajeshwari Nagar,2.0,1260.0,2.0,67.39
Mahadevpura,3.0,1720.0,3.0,78.0
Yelahanka,2.0,1132.0,2.0,48.13
Yelahanka,2.0,1210.0,2.0,45.98
Indira Nagar,4.0,2200.0,4.0,200.0
Bisuvanahalli,3.0,1075.0,2.0,45.0
Thanisandra,3.0,1702.0,3.0,130.0
other,2.0,1630.0,2.0,200.0
Raja Rajeshwari Nagar,2.0,1141.0,2.0,38.55
other,3.0,2072.0,3.0,108.0
other,3.0,1200.0,2.0,70.0
other,3.0,1350.0,3.0,77.0
other,4.0,4046.0,4.0,445.0
other,3.0,1180.0,2.0,78.34
Yelahanka,3.0,35000.0,3.0,130.0
other,2.0,1355.0,2.0,115.0
other,1.0,600.0,1.0,50.0
Bannerghatta Road,3.0,1640.0,2.0,120.0
Kodichikkanahalli,3.0,1190.0,2.0,57.0
OMBR Layout,4.0,2400.0,4.0,375.0
Marathahalli,2.0,1019.0,2.0,49.85
other,3.0,1875.0,3.0,165.0
Akshaya Nagar,3.0,1250.0,3.0,40.0
Brookefield,3.0,1200.0,3.0,140.0
Whitefield,2.0,1140.0,2.0,56.0
Lingadheeranahalli,3.0,1683.0,3.0,109.0
Kaggadasapura,3.0,1515.0,3.0,83.3
Hoodi,4.0,2118.0,4.0,111.0
Bannerghatta Road,4.0,1380.0,3.0,58.0
Varthur Road,2.0,1083.0,2.0,61.75
other,2.0,600.0,2.0,55.0
other,3.0,2300.0,3.0,120.0
other,2.0,1240.0,2.0,60.0
other,3.0,1750.0,3.0,120.0
other,2.0,1230.0,2.0,43.48
Anjanapura,3.0,1500.0,3.0,139.0
Abbigere,2.0,985.0,2.0,40.39
Tindlu,3.0,1500.0,2.0,87.0
Electronic City,2.0,1125.0,2.0,32.49
other,2.0,950.0,2.0,44.0
Kothanur,3.0,1580.0,3.0,76.0
other,3.0,1092.0,2.0,98.5
Electronic City Phase II,2.0,1090.0,2.0,28.34
Hennur Road,3.0,2264.0,3.0,159.0
Dommasandra,3.0,1033.0,2.0,25.53
Kammasandra,2.0,810.0,2.0,24.5
other,2.0,1045.0,2.0,45.0
Hebbal,2.0,1337.0,2.0,82.0
Chandapura,2.0,1200.0,2.0,32.0
Koramangala,3.0,1580.0,3.0,160.0
Begur Road,3.0,1500.0,2.0,54.0
Whitefield,3.0,1640.0,4.0,91.0
other,3.0,1570.0,3.0,62.0
Gubbalala,3.0,1470.0,2.0,82.0
Kengeri,2.0,1160.0,2.0,40.61
7th Phase JP Nagar,2.0,1050.0,2.0,71.0
other,3.0,1855.0,3.0,225.0
Bannerghatta Road,3.0,1460.0,2.0,90.0
Hulimavu,3.0,1823.0,3.0,100.0
Electronic City,2.0,1094.0,2.0,42.0
Budigere,2.0,1153.0,2.0,57.0
other,3.0,1325.0,3.0,57.0
Parappana Agrahara,4.0,1200.0,3.0,85.0
Jakkur,3.0,1590.0,2.0,125.0
Raja Rajeshwari Nagar,4.0,1200.0,4.0,220.0
other,2.0,1202.0,2.0,48.0
Haralur Road,2.0,1202.0,2.0,53.0
other,2.0,1200.0,2.0,62.5
Panathur,3.0,1688.0,3.0,118.0
Kaval Byrasandra,2.0,1020.0,2.0,52.0
Sarjapur,2.0,1185.0,2.0,47.0
Ramagondanahalli,2.0,1235.0,2.0,52.04
Hosakerehalli,4.0,3205.0,5.0,500.0
Banashankari,2.0,1077.0,2.0,37.64
Kengeri Satellite Town,3.0,1415.0,2.0,66.0
EPIP Zone,3.0,2330.0,3.0,162.0
Whitefield,2.0,805.0,2.0,35.0
other,1.0,425.0,1.0,20.03
Whitefield,2.0,1155.0,2.0,59.95
Cunningham Road,4.0,5270.0,4.0,1250.0
Anekal,2.0,656.0,2.0,22.0
other,2.0,1100.0,2.0,48.0
Mahadevpura,2.0,1150.0,2.0,52.0
other,1.0,600.0,1.0,60.0
other,2.0,1468.0,2.0,140.0
other,4.0,4300.0,5.0,550.0
Whitefield,3.0,2280.0,4.0,126.0
Hegde Nagar,2.0,1341.0,2.0,97.0
Jakkur,2.0,1279.0,2.0,77.0
Electronic City Phase II,4.0,2225.0,4.0,98.88
Thanisandra,2.0,1185.0,2.0,43.51
other,3.0,1750.0,3.0,85.0
Kudlu,2.0,1152.0,2.0,53.5
Hulimavu,2.0,1300.0,2.0,36.0
Varthur Road,4.0,2760.0,4.0,155.0
5th Phase JP Nagar,2.0,1070.0,2.0,39.0
Uttarahalli,2.0,1101.0,2.0,45.0
other,2.0,775.0,2.0,55.0
Yeshwanthpur,1.0,667.0,1.0,36.85
Electronic City,2.0,1070.0,2.0,55.0
Old Airport Road,3.0,1875.0,2.0,110.0
Kundalahalli,2.0,735.0,2.0,57.99
Koramangala,3.0,1750.0,3.0,130.0
Marathahalli,2.0,1215.0,2.0,67.0
Vishwapriya Layout,2.0,820.0,2.0,30.0
Banashankari Stage VI,2.0,1177.0,2.0,59.935
Battarahalli,3.0,1779.0,3.0,89.61
other,2.0,1105.0,2.0,58.0
other,1.0,1559.6234104263974,2.0,93.0
Whitefield,3.0,1650.0,3.0,60.0
Jalahalli,2.0,1694.0,2.0,150.0
Hosakerehalli,3.0,2376.0,3.0,203.0
Cox Town,3.0,1975.0,3.0,150.0
Kammasandra,2.0,674.0,2.0,33.0
Kaggadasapura,2.0,1185.0,2.0,41.0
other,1.0,445.0,1.0,28.0
HSR Layout,3.0,1475.0,3.0,75.0
Gottigere,3.0,1618.0,3.0,82.5
Koramangala,2.0,1120.0,2.0,65.0
Marathahalli,4.0,2181.0,3.0,152.0
Vidyaranyapura,4.0,1200.0,4.0,90.0
Bannerghatta Road,3.0,1556.0,2.0,59.13
Bannerghatta Road,2.0,1179.0,2.0,66.02
Thanisandra,2.0,1296.0,2.0,83.0
Kaggadasapura,2.0,1275.0,2.0,52.0
Kathriguppe,3.0,1400.0,2.0,77.0
Gottigere,2.0,1222.0,2.0,63.0
Electronic City,2.0,940.0,2.0,41.0
Thanisandra,2.0,1185.0,2.0,42.6
Tumkur Road,3.0,1779.0,3.0,112.0
Begur Road,3.0,1615.0,3.0,59.76
JP Nagar,4.0,4624.0,2.6926096474673513,453.0
Haralur Road,2.0,1056.0,2.0,61.0
7th Phase JP Nagar,2.0,1100.0,2.0,46.0
Arekere,2.0,920.0,2.0,40.0
other,3.0,1602.0,2.0,75.0
Padmanabhanagar,2.0,1176.0,2.0,62.0
HBR Layout,4.0,675.0,3.0,59.0
other,3.0,1352.0,3.0,135.0
Kasavanhalli,3.0,1717.0,3.0,99.0
other,4.0,10961.0,4.0,80.0
Bhoganhalli,4.0,2119.0,4.0,111.0
Vittasandra,2.0,1246.0,2.0,67.3
Anandapura,2.0,1141.0,2.0,42.79
Hennur Road,2.0,1157.0,2.0,84.0
Chandapura,2.0,1025.0,2.0,27.68
Yelahanka New Town,1.0,650.0,1.0,33.0
Hebbal,2.0,1349.0,2.0,98.0
Narayanapura,3.0,1566.0,3.0,83.3
Sahakara Nagar,4.0,2830.0,3.0,195.0
Electronic City,3.0,1320.0,2.0,38.13
other,3.0,1780.0,3.0,84.83
Varthur,2.0,1091.0,2.0,34.9
Rachenahalli,4.0,3670.0,4.0,300.0
7th Phase JP Nagar,2.0,918.0,2.0,50.49
Yeshwanthpur,4.0,1950.0,4.0,130.0
Panathur,3.0,1695.0,3.0,90.0
Yelahanka,3.0,1705.0,3.0,95.0
Kalyan nagar,3.0,1375.0,3.0,75.0
Kanakpura Road,1.0,525.0,1.0,30.0
Whitefield,2.0,1447.0,2.0,83.0
Thanisandra,2.0,1114.0,2.0,39.0
7th Phase JP Nagar,3.0,1450.0,2.0,100.0
other,2.0,460.0,1.0,15.0
Vasanthapura,2.0,1022.0,2.0,40.0
Hebbal,2.0,1000.0,2.0,45.0
Electronic City,2.0,1128.0,2.0,68.75
Kanakpura Road,2.0,1180.0,2.0,57.0
Nagarbhavi,2.0,1200.0,2.0,150.0
other,3.0,3761.0,3.0,660.0
Kanakpura Road,2.0,1339.0,2.0,75.0
Yelachenahalli,3.0,1400.0,2.0,55.0
7th Phase JP Nagar,2.0,1040.0,2.0,39.52
Kadugodi,2.0,1198.0,2.0,58.0
other,4.0,1200.0,3.0,95.0
Sarjapur  Road,3.0,1691.0,3.0,113.0
Bisuvanahalli,3.0,1075.0,3.0,36.0
1st Block Jayanagar,3.0,1630.0,3.0,194.0
8th Phase JP Nagar,3.0,1240.0,3.0,43.5
Bannerghatta Road,2.0,1122.0,2.0,58.935
Mallasandra,3.0,1665.0,3.0,86.58
Marathahalli,3.0,2489.0,3.0,94.0
Brookefield,2.0,1142.0,2.0,70.0
other,3.0,1976.0,3.0,184.0
other,4.0,5500.0,4.0,600.0
Kothannur,3.0,1853.0,3.0,82.0
Kasturi Nagar,2.0,1567.0,2.0,92.0
Talaghattapura,2.0,1090.0,2.0,27.24
other,4.0,2400.0,4.0,640.0
Electronics City Phase 1,2.0,1175.0,2.0,51.47
Subramanyapura,2.0,1200.0,2.0,52.0
Kodichikkanahalli,2.0,995.0,2.0,41.0
Magadi Road,2.0,884.0,2.0,41.1
Yeshwanthpur,2.0,1170.0,2.0,57.0
KR Puram,2.0,1225.0,2.0,46.55
Electronic City,2.0,1342.0,2.0,73.3
Uttarahalli,2.0,1345.0,2.0,67.0
Kodigehaali,3.0,1320.0,3.0,65.0
other,2.0,1559.6234104263974,2.0,45.0
Raja Rajeshwari Nagar,2.0,1140.0,2.0,49.39
Battarahalli,2.0,1300.0,2.0,50.0
Hosa Road,3.0,1652.0,3.0,85.0
Thigalarapalya,3.0,2072.0,4.0,142.0
Arekere,3.0,1740.0,2.0,95.0
Electronic City,3.0,1360.0,2.0,71.0
Hosur Road,3.0,1145.0,2.0,60.0
Uttarahalli,3.0,1540.0,2.0,40.0
Sarjapur  Road,2.0,1278.0,2.0,95.0
Electronic City Phase II,1.0,630.0,1.0,40.0
Kanakpura Road,3.0,1100.0,3.0,58.0
other,3.0,1200.0,3.0,95.0
Chandapura,1.0,582.0,1.0,15.135
Chandapura,2.0,1015.0,2.0,25.88
Gunjur,3.0,1356.0,2.0,66.0
other,2.0,823.0,2.0,28.0
TC Palaya,3.0,1200.0,2.0,66.0
Ramamurthy Nagar,2.0,1050.0,2.0,37.0
other,2.0,1180.0,2.0,69.0
Whitefield,2.0,1116.0,2.0,51.91
7th Phase JP Nagar,2.0,1070.0,2.0,42.79
Varthur,2.0,1385.0,2.0,80.0
Varthur,1.0,1000.0,1.0,70.0
Whitefield,3.0,1897.0,3.0,130.0
Magadi Road,2.0,1005.0,2.0,55.78
Green Glen Layout,3.0,1575.0,3.0,125.0
Subramanyapura,2.0,975.0,2.0,65.0
Hennur Road,3.0,1904.0,3.0,120.0
Kengeri Satellite Town,1.0,930.0,1.0,30.0
Kanakpura Road,1.0,525.0,1.0,26.0
other,1.0,686.0,1.0,17.0
Electronic City Phase II,2.0,2400.0,3.0,150.0
other,2.0,1410.0,1.0,233.0
Sarjapur  Road,3.0,2238.0,3.0,140.0
Harlur,2.0,1174.0,2.0,69.0
Thubarahalli,4.0,3800.0,4.0,239.0
Whitefield,3.0,2225.0,2.0,125.0
other,2.0,1250.0,2.0,200.0
Jigani,2.0,918.0,2.0,52.0
Mahadevpura,2.0,1250.0,2.0,52.0
Sarjapur  Road,3.0,1800.0,3.0,110.0
Marathahalli,2.0,1170.0,2.0,53.0
other,1.0,1300.0,1.0,200.0
Bannerghatta Road,2.0,793.0,2.0,45.0
Jakkur,3.0,1710.0,3.0,107.0
Kambipura,3.0,1082.0,2.0,57.5
other,2.0,1001.0,2.0,33.03
other,4.0,1500.0,4.0,180.0
Yelahanka,3.0,1590.0,2.0,54.0
other,3.0,2400.0,2.0,80.0
Horamavu Banaswadi,3.0,1554.0,3.0,55.0
Thanisandra,2.0,1142.0,2.0,43.415
Konanakunte,2.0,884.0,1.0,58.0
Hosa Road,2.0,1045.0,2.0,98.89
Marathahalli,2.0,1019.0,2.0,49.86
Ambedkar Nagar,3.0,1935.0,4.0,130.0
Uttarahalli,3.0,1135.0,2.0,39.73
Lakshminarayana Pura,3.0,1680.0,3.0,150.0
Hebbal,4.0,2470.0,5.0,247.0
1st Phase JP Nagar,4.0,2825.0,4.0,250.0
Hosakerehalli,3.0,2480.0,3.0,330.0
Kasavanhalli,3.0,1799.0,3.0,90.0
Whitefield,4.0,4348.0,2.6926096474673513,304.0
Attibele,1.0,400.0,1.0,11.0
Kundalahalli,2.0,1047.0,2.0,82.0
other,2.0,1282.0,2.0,87.0
NGR Layout,2.0,1020.0,2.0,45.9
Kammanahalli,4.0,1080.0,3.0,155.0
Whitefield,2.0,1495.0,2.0,79.5
Kasavanhalli,4.0,3260.0,4.0,240.0
other,3.0,1611.0,2.0,64.44
Koramangala,4.0,3500.0,5.0,425.0
other,3.0,1500.0,2.0,95.0
Sahakara Nagar,3.0,1500.0,2.0,95.0
Yelahanka,4.0,3206.0,5.0,270.0
Uttarahalli,3.0,1540.0,3.0,50.0
Hosa Road,3.0,1639.0,3.0,80.0
Marathahalli,4.0,700.0,4.0,72.0
Raja Rajeshwari Nagar,2.0,1303.0,2.0,55.79
Koramangala,2.0,1005.0,1.0,110.0
Kammasandra,1.0,657.0,1.0,18.41
Chandapura,3.0,1305.0,3.0,33.28
Kothannur,3.0,600.0,4.0,95.0
other,2.0,1300.0,1.0,115.0
Brookefield,3.0,1440.0,2.0,68.0
Seegehalli,2.0,901.0,2.0,35.14
Rajaji Nagar,3.0,1725.0,3.0,200.0
Sarjapur,3.0,900.0,2.0,42.0
BEML Layout,2.0,1060.0,2.0,55.0
NGR Layout,2.0,1020.0,2.0,48.45
Varthur,3.0,1535.0,3.0,65.99
other,1.0,530.0,1.0,20.0
Haralur Road,3.0,1464.0,3.0,56.0
other,2.0,1350.0,2.0,80.0
Sarjapur  Road,2.0,1115.0,2.0,50.0
Uttarahalli,2.0,1175.0,2.0,47.0
Whitefield,2.0,1113.0,2.0,62.0
Giri Nagar,2.0,650.0,2.0,42.0
Marathahalli,2.0,1325.0,2.0,71.55
Electronics City Phase 1,2.0,950.0,2.0,31.0
Jakkur,3.0,1396.0,2.0,86.51
Rachenahalli,2.0,1050.0,2.0,52.07
Thanisandra,3.0,1825.0,3.0,100.0
7th Phase JP Nagar,2.0,1190.0,2.0,49.98
Marathahalli,2.0,1220.0,2.0,56.5
NRI Layout,3.0,1565.0,2.0,75.0
Hennur Road,3.0,1891.0,3.0,109.0
other,2.0,900.0,2.0,27.0
Hosa Road,2.0,1161.0,2.0,55.15
Sarjapur,1.0,649.0,1.0,17.535
Rajaji Nagar,4.0,315.0,4.0,90.0
Yeshwanthpur,1.0,665.0,1.0,36.85
Mysore Road,2.0,1175.0,2.0,73.5
Hoodi,2.0,1425.0,2.0,80.0
Chikkabanavar,1.0,1200.0,1.0,20.0
ITPL,3.0,1200.0,3.0,56.12
Somasundara Palya,2.0,1255.0,2.0,67.0
Hegde Nagar,3.0,2112.95,4.0,145.0
Raja Rajeshwari Nagar,1.0,600.0,1.0,22.0
Haralur Road,3.0,1810.0,3.0,100.0
Indira Nagar,2.0,1200.0,2.0,93.0
Harlur,2.0,1033.0,2.0,49.0
ITPL,3.0,1548.0,3.0,89.5
Horamavu Banaswadi,3.0,1611.0,3.0,66.0
Electronic City Phase II,3.0,1400.0,2.0,40.43
Vidyaranyapura,3.0,1485.0,2.0,67.0
Margondanahalli,2.0,2400.0,2.0,82.0
Pattandur Agrahara,2.0,1025.0,2.0,44.5
other,4.0,600.0,3.0,65.0
other,2.0,1225.0,2.0,53.0
5th Phase JP Nagar,2.0,1256.0,2.0,62.8
Whitefield,4.0,2268.0,3.0,163.0
Kanakpura Road,3.0,1100.0,3.0,53.0
other,2.0,1141.0,2.0,62.0
Attibele,1.0,400.0,1.0,12.0
Chandapura,2.0,1400.0,2.0,60.0
other,1.0,1559.6234104263974,1.0,110.0
other,1.0,15.0,1.0,30.0
other,2.0,1175.0,2.0,48.27
Sahakara Nagar,2.0,1100.0,2.0,56.0
Kanakpura Road,3.0,1843.0,3.0,95.84
Horamavu Banaswadi,2.0,1460.0,2.0,80.5
Rachenahalli,3.0,1530.0,2.0,74.5
HSR Layout,2.0,1467.0,2.0,55.0
other,1.0,950.0,1.0,40.0
Vittasandra,2.0,1246.0,2.0,64.5
Kanakapura,1.0,711.0,1.0,38.0
Haralur Road,2.0,1194.0,2.0,46.0
Babusapalaya,3.0,1358.0,2.0,43.4
Hoodi,2.0,1420.0,2.0,75.0
Kathriguppe,3.0,1250.0,2.0,68.75
Akshaya Nagar,2.0,1280.0,2.0,58.0
other,2.0,1209.0,2.0,50.0
other,4.0,1215.0,4.0,205.0
Panathur,3.0,1315.0,2.0,54.8
other,3.0,1800.0,3.0,90.0
TC Palaya,3.0,1600.0,2.0,65.0
other,3.0,1563.0,3.0,52.0
Whitefield,3.0,1560.0,2.0,72.0
Brookefield,3.0,2169.0,4.0,115.0
Rachenahalli,2.0,1050.0,2.0,55.5
Iblur Village,3.0,3235.0,3.0,235.0
TC Palaya,3.0,1200.0,3.0,66.0
HSR Layout,2.0,1140.0,2.0,46.0
7th Phase JP Nagar,3.0,1500.0,3.0,170.0
Horamavu Agara,3.0,1560.0,3.0,75.0
JP Nagar,2.0,1100.0,2.0,70.0
Kasavanhalli,3.0,1260.0,2.0,40.32
Hebbal,2.0,1036.0,2.0,50.0
Akshaya Nagar,3.0,1662.0,3.0,85.1
Yelachenahalli,3.0,1464.0,2.0,105.0
Yelahanka,2.0,1234.0,2.0,80.0
Sarjapur  Road,3.0,1403.0,3.0,55.0
other,4.0,915.0,4.0,54.9
Seegehalli,3.0,1150.0,2.0,42.9
Hebbal,4.0,3900.0,4.0,410.0
Kanakapura,2.0,929.0,2.0,46.0
TC Palaya,3.0,1350.0,2.0,75.0
Vasanthapura,2.0,1135.0,2.0,39.73
other,2.0,1405.0,2.0,70.0
Whitefield,2.0,1200.0,2.0,45.84
Haralur Road,4.0,2805.0,4.0,154.0
Yeshwanthpur,2.0,1161.0,2.0,64.08
Kanakpura Road,2.0,1290.0,2.0,74.0
Yeshwanthpur,3.0,2557.0,3.0,141.0
other,3.0,1480.0,3.0,90.0
Old Madras Road,3.0,1350.0,3.0,54.54
Kadugodi,3.0,1580.0,2.0,65.0
Banashankari,3.0,1470.0,2.0,88.64
Ananth Nagar,1.0,500.0,1.0,14.0
Sarjapur  Road,2.0,1346.0,2.0,61.92
other,3.0,1600.0,3.0,90.0
other,2.0,720.0,2.0,120.0
other,2.0,1559.6234104263974,2.0,29.5
other,4.0,1200.0,4.0,135.0
other,2.0,1200.0,2.0,35.0
Channasandra,3.0,1340.0,2.0,48.33
Devanahalli,4.0,6136.0,4.0,560.0
Jigani,2.0,918.0,2.0,48.0
other,3.0,1500.0,3.0,115.0
Yelahanka,2.0,1315.0,2.0,85.0
other,4.0,2400.0,5.0,775.0
Uttarahalli,3.0,1390.0,2.0,62.55
Uttarahalli,3.0,1330.0,2.0,56.0
other,3.0,1824.0,3.0,125.0
7th Phase JP Nagar,3.0,1420.0,2.0,96.0
other,1.0,750.0,1.0,56.25
Jalahalli East,3.0,1260.0,2.0,60.0
Hennur Road,3.0,1561.0,3.0,95.0
other,2.0,1060.0,2.0,42.0
Haralur Road,2.0,1225.0,2.0,67.38
Thanisandra,3.0,2144.0,3.0,135.0
Electronic City,2.0,880.0,2.0,29.0
Hoodi,3.0,1639.0,3.0,110.0
Thanisandra,3.0,1240.0,2.0,62.0
Kanakpura Road,2.0,1500.0,2.0,69.0
Haralur Road,2.0,1243.0,2.0,46.0
Marathahalli,3.0,1575.0,3.0,78.0
Haralur Road,2.0,1027.0,2.0,44.0
Kambipura,3.0,1082.0,2.0,56.0
Konanakunte,3.0,1637.0,3.0,73.0
Kanakpura Road,3.0,1665.0,3.0,86.58
Electronic City,2.0,1265.0,2.0,56.93
Electronic City,3.0,1691.0,2.0,102.0
Thanisandra,2.0,1100.0,2.0,38.0
other,3.0,1500.0,3.0,62.0
Hosakerehalli,4.0,3205.0,5.0,380.0
Choodasandra,2.0,1115.0,2.0,50.0
Mysore Road,2.0,1070.0,2.0,45.0
Indira Nagar,2.0,1128.0,2.0,105.0
Budigere,2.0,1162.0,2.0,57.0
other,2.0,1339.0,2.0,55.0
Mahadevpura,2.0,1192.0,2.0,75.0
Haralur Road,3.0,1920.0,3.0,115.0
Hennur,2.0,1255.0,2.0,52.32
Rajaji Nagar,2.0,1357.0,2.0,115.0
other,3.0,1600.0,3.0,75.0
other,2.0,1225.0,2.0,55.11
Whitefield,4.0,2400.0,4.0,200.0
Kasturi Nagar,3.0,1570.0,3.0,80.0
Thanisandra,2.0,1093.0,2.0,70.0
Basaveshwara Nagar,3.0,1865.0,3.0,145.0
Kaikondrahalli,2.0,1039.0,2.0,80.0
Vittasandra,2.0,1246.0,2.0,64.5
Whitefield,3.0,1985.0,3.0,75.0
Hosakerehalli,3.0,1590.0,3.0,49.0
other,4.0,4000.0,4.0,675.0
Electronic City Phase II,2.0,775.0,2.0,38.0
other,2.0,1000.0,2.0,50.0
Hebbal Kempapura,3.0,1800.0,3.0,175.0
Bommasandra,2.0,1035.0,2.0,41.0
Dasarahalli,3.0,1520.0,2.0,75.0
Whitefield,2.0,1360.0,2.0,95.0
other,4.0,6000.0,5.0,400.0
Kodigehaali,2.0,1117.0,2.0,56.0
KR Puram,4.0,1200.0,4.0,120.0
EPIP Zone,2.0,1330.0,2.0,92.5
Marathahalli,3.0,1937.0,3.0,160.0
Electronic City,2.0,1128.0,2.0,65.49
Neeladri Nagar,2.0,1053.0,2.0,45.0
Panathur,2.0,1198.0,2.0,77.0
Marathahalli,2.0,1152.0,2.0,56.0
Frazer Town,2.0,1625.0,2.0,75.0
Kundalahalli,3.0,1397.0,3.0,105.0
Yeshwanthpur,3.0,1523.0,3.0,170.0
Kambipura,2.0,883.0,2.0,45.0
Kaggalipura,1.0,700.0,1.0,38.0
Yelahanka,2.0,1170.0,2.0,62.5
Kanakpura Road,3.0,1200.0,2.0,42.0
other,3.0,2400.0,3.0,170.0
other,2.0,1480.0,2.0,65.0
Akshaya Nagar,3.0,1897.0,3.0,120.0
Rachenahalli,2.0,996.0,2.0,67.0
Haralur Road,3.0,1875.0,3.0,110.0
other,3.0,1500.0,2.0,98.0
other,3.0,3095.0,3.0,350.0
Ambalipura,3.0,1390.0,2.0,175.0
Yelahanka,3.0,1450.0,3.0,65.255
Yelahanka,1.0,697.0,1.0,45.0
Sarjapur  Road,1.0,710.0,1.0,27.0
other,2.0,910.0,2.0,30.5
Sompura,3.0,1025.0,2.0,48.0
Magadi Road,2.0,1000.0,2.0,46.5
Harlur,4.0,1200.0,4.0,244.0
Horamavu Agara,3.0,1453.0,2.0,46.48
Sarjapur  Road,4.0,3335.0,5.0,300.0
Thanisandra,2.0,971.0,2.0,36.435
Bellandur,2.0,1281.0,2.0,74.0
Cooke Town,1.0,565.0,1.0,35.0
Varthur,2.0,1024.0,2.0,42.0
Electronic City,3.0,1620.0,3.0,62.0
Whitefield,2.0,1254.0,2.0,40.0
Banashankari,3.0,1300.0,2.0,75.0
Doddakallasandra,2.0,1233.0,2.0,43.0
other,1.0,1200.0,1.0,28.0
Hosur Road,3.0,1510.0,2.0,105.0
Kaggalipura,2.0,950.0,2.0,65.0
Battarahalli,3.0,1945.0,3.0,97.42
Uttarahalli,2.0,1008.0,2.0,45.0
Thanisandra,3.0,1265.0,2.0,79.0
Hebbal,3.0,1255.0,2.0,77.68
Kanakpura Road,4.0,2689.0,6.0,220.0
Yelenahalli,2.0,1200.0,2.0,46.17
Sarjapur  Road,3.0,1403.0,3.0,51.63
Kudlu Gate,3.0,1535.0,3.0,85.0
other,3.0,1500.0,3.0,100.0
Chamrajpet,3.0,1475.0,2.0,120.0
Uttarahalli,3.0,1390.0,2.0,60.47
Raja Rajeshwari Nagar,3.0,1278.0,2.0,53.76
other,2.0,1133.0,2.0,55.0
Kogilu,2.0,1170.0,2.0,51.99
Sahakara Nagar,3.0,1200.0,3.0,200.0
Whitefield,3.0,1697.0,3.0,94.79
Thanisandra,3.0,1651.0,3.0,97.38
other,3.0,1560.0,3.0,188.0
Hennur Road,3.0,1192.0,2.0,60.0
OMBR Layout,2.0,1078.0,2.0,65.0
Kasavanhalli,2.0,1349.0,2.0,78.0
7th Phase JP Nagar,3.0,1680.0,3.0,120.0
Rayasandra,3.0,1314.0,2.0,63.0
Garudachar Palya,2.0,1060.0,2.0,48.7
Kalyan nagar,2.0,820.0,2.0,39.0
Whitefield,4.0,5000.0,4.0,400.0
BEML Layout,3.0,2000.0,3.0,85.0
other,2.0,856.0,2.0,40.0
Rajaji Nagar,3.0,1621.0,4.0,130.0
ITPL,3.0,1200.0,3.0,68.4
Bannerghatta Road,3.0,1484.0,3.0,52.5
other,4.0,600.0,5.0,60.0
other,4.0,14000.0,3.0,800.0
Yelahanka New Town,1.0,500.0,1.0,20.0
other,1.0,485.0,1.0,15.0
7th Phase JP Nagar,2.0,1050.0,2.0,42.0
Uttarahalli,3.0,1617.0,3.0,66.68
Electronic City,2.0,550.0,1.0,16.0
other,3.0,1384.0,3.0,62.28
Devanahalli,2.0,1408.0,2.0,85.0
Uttarahalli,2.0,1150.0,2.0,49.0
Akshaya Nagar,3.0,1410.0,2.0,75.0
Kaggadasapura,4.0,2150.0,4.0,100.0
Koramangala,3.0,2292.0,4.0,275.0
Malleshwaram,3.0,2006.0,3.0,297.0
other,3.0,1508.0,3.0,70.25
Ramamurthy Nagar,2.0,1040.0,2.0,50.0
TC Palaya,2.0,1240.0,2.0,60.0
Kudlu Gate,3.0,1535.0,3.0,78.0
Lakshminarayana Pura,2.0,1180.0,2.0,75.0
Bannerghatta Road,2.0,1400.0,2.0,78.0
Raja Rajeshwari Nagar,1.0,500.0,1.0,25.0
Whitefield,4.0,4800.0,4.0,525.0
Sarjapur  Road,3.0,1984.0,4.0,146.0
Whitefield,4.0,3000.0,5.0,250.0
Garudachar Palya,3.0,1960.0,3.0,160.0
Sarjapur  Road,2.0,1035.0,2.0,45.0
other,4.0,2150.0,4.0,80.0
Whitefield,3.0,1700.0,3.0,115.0
Hosakerehalli,4.0,3024.0,5.0,248.0
Tumkur Road,3.0,1586.0,3.0,100.0
Hennur,3.0,2264.0,2.6926096474673513,155.0
Chikka Tirupathi,4.0,2325.0,4.0,120.0
Yelahanka,2.0,1120.0,2.0,55.0
Yelahanka,3.0,1662.0,2.6926096474673513,67.98
Sarjapur  Road,2.0,1128.0,2.0,59.0
Jigani,2.0,924.0,2.0,65.0
other,3.0,1600.0,3.0,52.0
Pai Layout,2.0,1006.0,2.0,35.0
